"OTUID","Domain","Phylum","Class","Order","Family","Genus","Species"
"New.ReferenceOTU239268","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU259065","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU228618","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU10637","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"New.ReferenceOTU235881","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU113148","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unclassified","Unclassified"
"New.ReferenceOTU87597","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU92954","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU17170","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU200218","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU116474","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU219316","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU153463","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU93396","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"579633","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"662514","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU27197","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_organism"
"358489","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"1753826","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"4442093","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU204168","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_Acidobacteria"
"2651002","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"607922","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"805676","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"151725","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU24092","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU19512","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU212453","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU197473","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU162397","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU123494","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU112629","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU158900","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","Unclassified"
"New.ReferenceOTU179450","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacteraceae","uncultured_prokaryote"
"New.ReferenceOTU102782","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriales"
"New.ReferenceOTU118919","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriales"
"350966","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU123076","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriales"
"814777","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU114401","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriaceae"
"641612","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"547319","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriales"
"360823","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"637184","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"52982","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"811435","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriales"
"585398","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU100817","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriales"
"240298","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unclassified","Unclassified","Unclassified"
"570100","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriaceae"
"765871","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU10944","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteriales"
"New.ReferenceOTU265271","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU286964","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU264686","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU281496","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU150918","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU226720","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU264914","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU68082","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU192607","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU103446","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU84559","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU134089","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU180851","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU145554","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU249497","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU71819","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU27682","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU173052","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU152217","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU254808","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"4298552","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"592891","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU84306","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacteria"
"2381147","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU23079","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU261445","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU152758","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU40770","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU246752","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"329072","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU114119","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU117443","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"New.ReferenceOTU183097","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU86050","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"New.ReferenceOTU186069","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"2077427","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"772651","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"533242","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"141140","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"113782","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"4467260","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"4428771","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU139042","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"New.ReferenceOTU27281","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"New.ReferenceOTU219134","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"New.ReferenceOTU177690","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"4101335","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"858813","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"4433961","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"564241","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"279390","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"538428","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"4448576","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","metagenome"
"New.ReferenceOTU115670","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU56506","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU126933","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU18762","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU297642","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU174531","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU263858","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU34501","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU111417","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU239396","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU244394","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU2196","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","uncultured_Acidobacterium"
"New.ReferenceOTU116660","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU198983","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU260072","Bacteria","DTB120","DTB120","DTB120","DTB120","DTB120","Unclassified"
"New.ReferenceOTU55038","Bacteria","DTB120","DTB120","DTB120","DTB120","DTB120","Unclassified"
"New.ReferenceOTU134663","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
"New.ReferenceOTU80020","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured","Unclassified"
