"OTUID","Domain","Phylum","Class","Order","Family","Genus","Species"
"New.ReferenceOTU103932","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU143199","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU253361","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU23455","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU131125","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU218031","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU80493","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU183534","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU126583","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU276931","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU70178","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU32198","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU12707","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU39098","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU11531","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU132473","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Micropepsis","metagenome"
"New.ReferenceOTU274845","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU10843","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU6161","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU154695","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU35220","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU106083","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU144595","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU12609","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU121507","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU168767","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU272291","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_delta"
"New.ReferenceOTU265065","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU101830","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU68399","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU213824","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU281953","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU101614","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU209840","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU219305","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU114363","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU81602","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU223477","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU1629","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU113177","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU174045","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU279147","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU51079","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU128936","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU80225","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU137078","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU24860","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU81166","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU247445","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU249178","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"New.ReferenceOTU142540","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU70760","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU211783","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Syntrophobacterales"
"210904","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU172687","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU270411","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"824674","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"2183856","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_bacterium"
"New.ReferenceOTU232800","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU192519","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU14818","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU204879","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU180151","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU211863","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU105458","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU259344","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU163660","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU121197","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU177201","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU74330","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU188206","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU115152","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU228556","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU102245","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU1719","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU26981","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU187063","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU239143","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU195608","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"838913","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Desulfuromonadales"
"4011113","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","metagenome"
"New.ReferenceOTU234957","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Desulfuromonadales"
"New.ReferenceOTU134187","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_soil"
"4308759","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_soil"
"1044436","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_soil"
"539907","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU67467","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU292571","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU47581","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"638858","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"620224","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"1829920","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"253644","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"New.ReferenceOTU137296","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU12938","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU155823","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU29495","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU165482","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU296306","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU276376","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU499","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU283942","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU124041","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU188558","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU13539","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU184917","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU232415","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU150369","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU227125","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU131671","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU180917","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU139497","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU184612","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU188364","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU119094","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU143125","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU225092","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"615413","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU196038","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU18363","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU4567","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"744404","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"4425104","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU119119","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"321022","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"136219","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"4382183","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"253827","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU144651","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"4430530","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU119184","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU295996","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU151922","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU103677","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU219178","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU64459","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU285835","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU274513","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU275833","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU213498","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU40810","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU98127","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU13588","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU278594","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU16752","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU160265","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU26359","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU56955","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU6121","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU48723","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU207547","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU233204","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU207133","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU36915","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU44616","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU239851","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU110445","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU159206","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU232164","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU179248","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU160165","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU216267","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU135398","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU208783","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","uncultured_Desulfuromonadales"
"New.ReferenceOTU150793","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU243830","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU17226","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU27797","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU265956","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU69102","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU289416","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU182761","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU115999","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU183444","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU89907","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU144142","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU72041","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU213176","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU120289","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU153374","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU59179","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU1814","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU133676","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU246129","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU260710","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU23511","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU87385","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU38663","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU159601","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU258169","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU158342","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU122246","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU64114","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU21628","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU229847","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU36128","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU278119","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU223086","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU280870","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"1104959","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU7924","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"1107752","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU264542","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","uncultured_bacterium"
"New.ReferenceOTU108401","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"741778","Bacteria","Myxococcota","bacteriap25","bacteriap25","bacteriap25","bacteriap25","Unclassified"
"New.ReferenceOTU147437","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU86883","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU96709","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU112582","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU123188","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU246901","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU286610","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU291017","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU26847","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU7713","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU281693","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU235074","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"New.ReferenceOTU72979","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU22041","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU9579","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"New.ReferenceOTU107456","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
